Contributors,Dels,Adds,Name,Stars,Issues,Opens,Forks,Watchs
"
      27
    ","16,505","143,155","
            0x protocol monorepo - includes our smart contracts and many developer tools
          ","
      728
    ",27,"
      27 Open
    ","
      188
    ","
    81
  "
